Admin_Unit_Code,Plot_Name,Location_Type,Year,Date,Start_Time,End_Time,Observer,Visit,Interval_Length,ID_Method,Distance,Flyover_Observed,Sex,Common_Name,Scientific_Name,AcceptedTSN,TaxonCode,AOU_Code,PIF_Watchlist_Status,Regional_Stewardship_Status,Temperature,Humidity,Sky,Wind,Disturbance,Previously_Obs,Initial_Three_Min_Cnt,Day,Month
ANTI,ANTI-0054,Grassland,2018,2018-05-22,05:35:00,05:45:00,Elizabeth Oswald,1,7.5 - 10 min,Singing,50 - 100 Meters,False,Male,Song Sparrow,Melospiza melodia,179492.0,85643.0,SOSP,False,False,20,79,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False,22,5
ANTI,ANTI-0054,Grassland,2018,2018-05-22,05:35:00,05:45:00,Elizabeth Oswald,1,7.5 - 10 min,Singing,50 - 100 Meters,False,Undetermined,Tree Swallow,Tachycineta bicolor,178431.0,87391.0,TRES,False,False,20,79,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False,22,5
ANTI,ANTI-0028,Grassland,2018,2018-05-22,06:56:00,07:06:00,Elizabeth Oswald,1,0-2.5 min,Singing,<= 50 Meters,False,Male,Indigo Bunting,Passerina cyanea,179150.0,94257.0,INBU,False,True,20,80,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,True,22,5
ANTI,ANTI-0028,Grassland,2018,2018-05-22,06:56:00,07:06:00,Elizabeth Oswald,1,7.5 - 10 min,Singing,50 - 100 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,94228.0,NOCA,False,False,20,80,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False,22,5
ANTI,ANTI-0028,Grassland,2018,2018-05-22,06:56:00,07:06:00,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581.0,88350.0,CARW,False,False,20,80,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,True,22,5
ANTI,ANTI-0028,Grassland,2018,2018-05-22,06:56:00,07:06:00,Elizabeth Oswald,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581.0,88350.0,CARW,False,False,20,80,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,True,22,5
ANTI,ANTI-0028,Grassland,2018,2018-05-22,06:56:00,07:06:00,Elizabeth Oswald,1,0-2.5 min,Singing,<= 50 Meters,False,Male,Blackpoll Warbler,Setophaga striata,950041.0,773819.0,BLPW,False,False,20,80,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,True,22,5
ANTI,ANTI-0028,Grassland,2018,2018-05-22,06:56:00,07:06:00,Elizabeth Oswald,1,0-2.5 min,Singing,<= 50 Meters,False,Male,Brown-headed Cowbird,Molothrus ater,179112.0,94215.0,BHCO,False,False,20,80,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,True,22,5
ANTI,ANTI-0028,Grassland,2018,2018-05-22,06:56:00,07:06:00,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Mourning Dove,Zenaida macroura,177125.0,82737.0,MODO,False,False,20,80,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,True,22,5
ANTI,ANTI-0028,Grassland,2018,2018-05-22,06:56:00,07:06:00,Elizabeth Oswald,1,2.5 - 5 min,Visualization,50 - 100 Meters,False,Undetermined,Brown-headed Cowbird,Molothrus ater,179112.0,94215.0,BHCO,False,False,20,80,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False,22,5
ANTI,ANTI-0028,Grassland,2018,2018-05-22,06:56:00,07:06:00,Elizabeth Oswald,1,7.5 - 10 min,Singing,<= 50 Meters,False,Undetermined,Baltimore Oriole,Icterus galbula,179083.0,93655.0,BAOR,False,False,20,80,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False,22,5
ANTI,ANTI-0028,Grassland,2018,2018-05-22,06:56:00,07:06:00,Elizabeth Oswald,1,5 - 7.5 min,Visualization,50 - 100 Meters,True,Undetermined,Fish Crow,Corvus ossifragus,179737.0,87112.0,FICR,False,False,20,80,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False,22,5
ANTI,ANTI-0028,Grassland,2018,2018-05-22,06:56:00,07:06:00,Elizabeth Oswald,1,5 - 7.5 min,Calling,50 - 100 Meters,False,Undetermined,Great Crested Flycatcher,Myiarchus crinitus,178309.0,85791.0,GCFL,False,False,20,80,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False,22,5
ANTI,ANTI-0028,Grassland,2018,2018-05-22,06:56:00,07:06:00,Elizabeth Oswald,1,2.5 - 5 min,Calling,<= 50 Meters,False,Undetermined,American Robin,Turdus migratorius,179759.0,87136.0,AMRO,False,False,20,80,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False,22,5
ANTI,ANTI-0028,Grassland,2018,2018-05-22,06:56:00,07:06:00,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Mourning Dove,Zenaida macroura,177125.0,82737.0,MODO,False,False,20,80,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,True,22,5
ANTI,ANTI-0028,Grassland,2018,2018-05-22,06:56:00,07:06:00,Elizabeth Oswald,1,2.5 - 5 min,Visualization,50 - 100 Meters,True,Undetermined,Turkey Vulture,Cathartes aura,175265.0,79468.0,TUVU,False,False,20,80,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False,22,5
ANTI,ANTI-0028,Grassland,2018,2018-05-22,06:56:00,07:06:00,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,94228.0,NOCA,False,False,20,80,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,True,22,5
ANTI,ANTI-0028,Grassland,2018,2018-05-22,06:56:00,07:06:00,Elizabeth Oswald,1,2.5 - 5 min,Singing,<= 50 Meters,False,Undetermined,Eastern Kingbird,Tyrannus tyrannus,178279.0,85757.0,EAKI,False,False,20,80,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False,22,5
ANTI,ANTI-0028,Grassland,2018,2018-05-22,06:56:00,07:06:00,Elizabeth Oswald,1,2.5 - 5 min,Calling,50 - 100 Meters,False,Undetermined,Red-bellied Woodpecker,Melanerpes carolinus,178195.0,84865.0,RBWO,False,False,20,80,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False,22,5
ANTI,ANTI-0028,Grassland,2018,2018-05-22,06:56:00,07:06:00,Elizabeth Oswald,1,2.5 - 5 min,Singing,50 - 100 Meters,False,Male,Field Sparrow,Spizella pusilla,179443.0,84790.0,FISP,False,True,20,80,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,True,22,5
ANTI,ANTI-0028,Grassland,2018,2018-05-22,06:56:00,07:06:00,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,False,Male,Eastern Towhee,Pipilo erythrophthalmus,179276.0,83803.0,EATO,False,True,20,80,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,True,22,5
ANTI,ANTI-0028,Grassland,2018,2018-05-22,06:56:00,07:06:00,Elizabeth Oswald,1,0-2.5 min,Visualization,<= 50 Meters,False,Undetermined,Chipping Sparrow,Spizella passerina,179435.0,84781.0,CHSP,False,False,20,80,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,True,22,5
ANTI,ANTI-0028,Grassland,2018,2018-05-22,06:56:00,07:06:00,Elizabeth Oswald,1,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,554138.0,266957.0,ETTI,False,False,20,80,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False,22,5
ANTI,ANTI-0027,Grassland,2018,2018-05-22,06:39:00,06:49:00,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,False,Male,Field Sparrow,Spizella pusilla,179443.0,84790.0,FISP,False,True,20,80,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True,22,5
ANTI,ANTI-0027,Grassland,2018,2018-05-22,06:39:00,06:49:00,Elizabeth Oswald,1,5 - 7.5 min,Visualization,<= 50 Meters,False,Undetermined,Mourning Dove,Zenaida macroura,177125.0,82737.0,MODO,False,False,20,80,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,22,5
ANTI,ANTI-0027,Grassland,2018,2018-05-22,06:39:00,06:49:00,Elizabeth Oswald,1,5 - 7.5 min,Visualization,<= 50 Meters,False,Undetermined,Brown-headed Cowbird,Molothrus ater,179112.0,94215.0,BHCO,False,False,20,80,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,22,5
ANTI,ANTI-0027,Grassland,2018,2018-05-22,06:39:00,06:49:00,Elizabeth Oswald,1,7.5 - 10 min,Singing,<= 50 Meters,False,Male,Grasshopper Sparrow,Ammodramus savannarum,179333.0,83867.0,GRSP,False,False,20,80,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,22,5
ANTI,ANTI-0027,Grassland,2018,2018-05-22,06:39:00,06:49:00,Elizabeth Oswald,1,2.5 - 5 min,Visualization,50 - 100 Meters,True,Undetermined,Canada Goose,Branta canadensis,174999.0,76625.0,CANG,False,False,20,80,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,22,5
ANTI,ANTI-0027,Grassland,2018,2018-05-22,06:39:00,06:49:00,Elizabeth Oswald,1,2.5 - 5 min,Visualization,50 - 100 Meters,True,Undetermined,Canada Goose,Branta canadensis,174999.0,76625.0,CANG,False,False,20,80,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,22,5
ANTI,ANTI-0027,Grassland,2018,2018-05-22,06:39:00,06:49:00,Elizabeth Oswald,1,5 - 7.5 min,Singing,50 - 100 Meters,False,Male,Chipping Sparrow,Spizella passerina,179435.0,84781.0,CHSP,False,False,20,80,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,22,5
ANTI,ANTI-0027,Grassland,2018,2018-05-22,06:39:00,06:49:00,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,94228.0,NOCA,False,False,20,80,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True,22,5
ANTI,ANTI-0027,Grassland,2018,2018-05-22,06:39:00,06:49:00,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,False,Male,Indigo Bunting,Passerina cyanea,179150.0,94257.0,INBU,False,True,20,80,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True,22,5
ANTI,ANTI-0027,Grassland,2018,2018-05-22,06:39:00,06:49:00,Elizabeth Oswald,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Mourning Dove,Zenaida macroura,177125.0,82737.0,MODO,False,False,20,80,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True,22,5
ANTI,ANTI-0027,Grassland,2018,2018-05-22,06:39:00,06:49:00,Elizabeth Oswald,1,7.5 - 10 min,Calling,<= 50 Meters,False,Undetermined,Blue Jay,Cyanocitta cristata,179680.0,86252.0,BLJA,False,False,20,80,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,22,5
ANTI,ANTI-0027,Grassland,2018,2018-05-22,06:39:00,06:49:00,Elizabeth Oswald,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,94228.0,NOCA,False,False,20,80,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True,22,5
ANTI,ANTI-0027,Grassland,2018,2018-05-22,06:39:00,06:49:00,Elizabeth Oswald,1,0-2.5 min,Singing,<= 50 Meters,False,Male,Brown-headed Cowbird,Molothrus ater,179112.0,94215.0,BHCO,False,False,20,80,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True,22,5
ANTI,ANTI-0027,Grassland,2018,2018-05-22,06:39:00,06:49:00,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,False,Male,Field Sparrow,Spizella pusilla,179443.0,84790.0,FISP,False,True,20,80,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True,22,5
ANTI,ANTI-0027,Grassland,2018,2018-05-22,06:39:00,06:49:00,Elizabeth Oswald,1,0-2.5 min,Calling,50 - 100 Meters,False,Undetermined,Carolina Chickadee,Poecile carolinensis,554383.0,265876.0,CACH,False,True,20,80,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True,22,5
ANTI,ANTI-0027,Grassland,2018,2018-05-22,06:39:00,06:49:00,Elizabeth Oswald,1,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581.0,88350.0,CARW,False,False,20,80,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,22,5
ANTI,ANTI-0027,Grassland,2018,2018-05-22,06:39:00,06:49:00,Elizabeth Oswald,1,0-2.5 min,Calling,50 - 100 Meters,False,Undetermined,Eastern Towhee,Pipilo erythrophthalmus,179276.0,83803.0,EATO,False,True,20,80,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True,22,5
ANTI,ANTI-0027,Grassland,2018,2018-05-22,06:39:00,06:49:00,Elizabeth Oswald,1,0-2.5 min,Calling,50 - 100 Meters,False,Undetermined,Eastern Towhee,Pipilo erythrophthalmus,179276.0,83803.0,EATO,False,True,20,80,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True,22,5
ANTI,ANTI-0018,Grassland,2018,2018-05-22,07:29:00,07:39:00,Elizabeth Oswald,1,7.5 - 10 min,Singing,<= 50 Meters,False,Undetermined,Baltimore Oriole,Icterus galbula,179083.0,93655.0,BAOR,False,False,20,84,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,False,22,5
ANTI,ANTI-0018,Grassland,2018,2018-05-22,07:29:00,07:39:00,Elizabeth Oswald,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,94228.0,NOCA,False,False,20,84,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,True,22,5
ANTI,ANTI-0018,Grassland,2018,2018-05-22,07:29:00,07:39:00,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,94228.0,NOCA,False,False,20,84,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,True,22,5
ANTI,ANTI-0018,Grassland,2018,2018-05-22,07:29:00,07:39:00,Elizabeth Oswald,1,7.5 - 10 min,Calling,<= 50 Meters,False,Undetermined,Gray Catbird,Dumetella carolinensis,178625.0,89977.0,GRCA,False,False,20,84,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,False,22,5
ANTI,ANTI-0018,Grassland,2018,2018-05-22,07:29:00,07:39:00,Elizabeth Oswald,1,0-2.5 min,Calling,<= 50 Meters,False,Undetermined,Eastern Towhee,Pipilo erythrophthalmus,179276.0,83803.0,EATO,False,True,20,84,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,True,22,5
ANTI,ANTI-0018,Grassland,2018,2018-05-22,07:29:00,07:39:00,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,False,Male,Wood Thrush,Hylocichla mustelina,179777.0,87156.0,WOTH,True,True,20,84,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,True,22,5
ANTI,ANTI-0018,Grassland,2018,2018-05-22,07:29:00,07:39:00,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,94228.0,NOCA,False,False,20,84,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,True,22,5
ANTI,ANTI-0018,Grassland,2018,2018-05-22,07:29:00,07:39:00,Elizabeth Oswald,1,2.5 - 5 min,Calling,50 - 100 Meters,False,Undetermined,Great Crested Flycatcher,Myiarchus crinitus,178309.0,85791.0,GCFL,False,False,20,84,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,False,22,5
ANTI,ANTI-0018,Grassland,2018,2018-05-22,07:29:00,07:39:00,Elizabeth Oswald,1,5 - 7.5 min,Visualization,50 - 100 Meters,True,Undetermined,Unidentified Crow,Corvus,179724.0,87098.0,UNCR,False,False,20,84,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,False,22,5
ANTI,ANTI-0018,Grassland,2018,2018-05-22,07:29:00,07:39:00,Elizabeth Oswald,1,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Horned Lark,Eremophila alpestris,554256.0,264079.0,HOLA,False,False,20,84,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,False,22,5
ANTI,ANTI-0018,Grassland,2018,2018-05-22,07:29:00,07:39:00,Elizabeth Oswald,1,2.5 - 5 min,Singing,<= 50 Meters,False,Male,Brown-headed Cowbird,Molothrus ater,179112.0,94215.0,BHCO,False,False,20,84,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,False,22,5
ANTI,ANTI-0018,Grassland,2018,2018-05-22,07:29:00,07:39:00,Elizabeth Oswald,1,5 - 7.5 min,Singing,50 - 100 Meters,False,Male,Indigo Bunting,Passerina cyanea,179150.0,94257.0,INBU,False,True,20,84,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,False,22,5
ANTI,ANTI-0018,Grassland,2018,2018-05-22,07:29:00,07:39:00,Elizabeth Oswald,1,5 - 7.5 min,Calling,<= 50 Meters,False,Undetermined,American Robin,Turdus migratorius,179759.0,87136.0,AMRO,False,False,20,84,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,False,22,5
ANTI,ANTI-0018,Grassland,2018,2018-05-22,07:29:00,07:39:00,Elizabeth Oswald,1,0-2.5 min,Singing,<= 50 Meters,False,Male,Eastern Wood-Pewee,Contopus virens,178359.0,85846.0,EAWP,False,True,20,84,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,True,22,5
ANTI,ANTI-0105,Grassland,2018,2018-05-22,06:43:00,06:53:00,Kimberly Serno,1,5 - 7.5 min,Singing,<= 50 Meters,False,Male,Orchard Oriole,Icterus spurius,179064.0,93634.0,OROR,False,False,21,72,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,22,5
ANTI,ANTI-0105,Grassland,2018,2018-05-22,06:43:00,06:53:00,Kimberly Serno,1,2.5 - 5 min,Singing,50 - 100 Meters,False,Male,Indigo Bunting,Passerina cyanea,179150.0,94257.0,INBU,False,True,21,72,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,22,5
ANTI,ANTI-0105,Grassland,2018,2018-05-22,06:43:00,06:53:00,Kimberly Serno,1,5 - 7.5 min,Visualization,50 - 100 Meters,True,Undetermined,Cedar Waxwing,Bombycilla cedrorum,178532.0,88296.0,CEDW,False,False,21,72,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,22,5
ANTI,ANTI-0105,Grassland,2018,2018-05-22,06:43:00,06:53:00,Kimberly Serno,1,7.5 - 10 min,Calling,50 - 100 Meters,False,Undetermined,Carolina Chickadee,Poecile carolinensis,554383.0,265876.0,CACH,False,True,21,72,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,22,5
ANTI,ANTI-0105,Grassland,2018,2018-05-22,06:43:00,06:53:00,Kimberly Serno,1,5 - 7.5 min,Visualization,50 - 100 Meters,True,Undetermined,Cedar Waxwing,Bombycilla cedrorum,178532.0,88296.0,CEDW,False,False,21,72,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,22,5
ANTI,ANTI-0105,Grassland,2018,2018-05-22,06:43:00,06:53:00,Kimberly Serno,1,5 - 7.5 min,Singing,50 - 100 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,94228.0,NOCA,False,False,21,72,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,22,5
ANTI,ANTI-0105,Grassland,2018,2018-05-22,06:43:00,06:53:00,Kimberly Serno,1,2.5 - 5 min,Singing,50 - 100 Meters,False,Male,Chipping Sparrow,Spizella passerina,179435.0,84781.0,CHSP,False,False,21,72,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,22,5
ANTI,ANTI-0105,Grassland,2018,2018-05-22,06:43:00,06:53:00,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,False,Male,Grasshopper Sparrow,Ammodramus savannarum,179333.0,83867.0,GRSP,False,False,21,72,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True,22,5
ANTI,ANTI-0105,Grassland,2018,2018-05-22,06:43:00,06:53:00,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,False,Male,Common Yellowthroat,Geothlypis trichas,178944.0,92708.0,COYE,False,False,21,72,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True,22,5
ANTI,ANTI-0105,Grassland,2018,2018-05-22,06:43:00,06:53:00,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,False,Male,Field Sparrow,Spizella pusilla,179443.0,84790.0,FISP,False,True,21,72,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True,22,5
ANTI,ANTI-0105,Grassland,2018,2018-05-22,06:43:00,06:53:00,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,False,Male,Field Sparrow,Spizella pusilla,179443.0,84790.0,FISP,False,True,21,72,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True,22,5
ANTI,ANTI-0105,Grassland,2018,2018-05-22,06:43:00,06:53:00,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,False,Male,Field Sparrow,Spizella pusilla,179443.0,84790.0,FISP,False,True,21,72,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True,22,5
